Title,Company,Location,Salary,Description,Employment Type,Posted Date,Workplace Type,URL
"Delivery Manager BI (H/F)","","Oujda, Oriental, Morocco","","https://www.tessi.eu Tessi est un acteur international du Business Process Services (BPS). Nous accompagnons les entreprises et les institutions publiques à gérer leur transformation digitale en optimisant leurs processus métier et la gestion de l'expérience client. Notre vision, c'est le sens du client, avec pour objectif de fluidifier les parcours utilisateurs, en associant les solutions et les technologies les plus adaptées à leurs enjeux et en nous appuyant sur l'expertise humaine de nos équipes. Présent dans plus de 15 pays à travers le monde, Tessi compte 13 000 employés et a réalisé un chiffre d'affaires de 513 M€ en 2022. Vous recherchez une entreprise qui place l'innovation au cœur de ses activités ? Ensemble, créons des solutions audacieuses pour améliorer la performance de nos clients. Au travers de ses recrutements, Tessi cultive une politique en faveur de la diversité, de l'égalité professionnelle et de l'emploi des travailleurs en situation de handicap. La société 2T Services Maroc recherche un(e) Delivery Manager BI Ce poste est basé dans nos locaux à Oujda (Maroc). Dans le cadre d'une optimisation de son organisation, la Direction des Systèmes d'Information du Groupe Tessi recherche un manager pour piloter l'activité de son « centre de delivery BI ». Le centre de delivery BI assure les missions suivantes : - Réaliser les développements BI et les livraisons - Réaliser et faire évoluer les entrepôts de données et flux de données - Gérer les opérations de chargement - Gérer et maintenir des environnements - Garantir la cohérence d'architecture technique et des choix techniques - Documenter les réalisations et les architectures BI - Apporter l'expertise BI dans le cadre des projets informatiques - Monitoring proactif des chargements de données à destination des outils de reporting - Gestion des droits BI - Support niveau 2 auprès des key users des directions métiers - Alimentation et maintien à jour de la base de connaissance - Veille technologique Le périmètre technologique suppose une bonne maîtrise de: Power platform (Power Bi, Power Apps, Power Automate) Azure Data Factory, Datalake, Azure SQL Server, SSIS) Azure (écosystème Microsoft autour des outils Azure) Azure Dev Ops (CI/CD), gestion des pipelines TALEND Open Studio (TOS) La DSI recherche un « Delivery Manager BI » qui sache allier compétences techniques Microsoft sur les enjeux BI et une compétence avérée de management d'équipe (chef de projet, développeurs, architecte). Le responsable participera également au recueil et rédaction des besoins entre les demandes métiers et les équipes techniques (chef de projet, développeurs et architecte). A ce titre, il alimentera le backlog des tickets, les aiguillera vers le bon interlocuteur, veillera à la bonne affectation des ressources en cohérence avec les priorités définies et en suivra la bonne réalisation. Enfin, il animera un comité de suivi hebdomadaire auprès du responsable du service et des équipes techniques. Le candidat recherché est dynamique, adaptable, avec une expérience significative du management, soit en société de service soit au sein d'une l'entreprise cliente. Une connaissance approfondie des enjeux BI et une expérience à un poste équivalent sont indispensables. Le candidat doit avoir une vraie capacité à travailler en mode projet avec l'ensemble de la DSI, avec un fonctionnement structurellement « à distance ». Il doit faire preuve d'une excellente communication en langue française et d'une grande autonomie, tout en étant capable d'animer et de coordonner les actions techniques de son équipe. Il dispose d'un bon sens pédagogique. Enfin, la maîtrise de l'anglais et/ou de l'espagnol serait également un plus. Participer au recueil des besoins auprès des interlocuteurs métiers et à la rédaction des spécifications fonctionnelles - Piloter l'équipe Delivery BI : o Planifier les développements BI et les livraisons o Coordonner les actions de réalisation BI (évolutions des entrepôts de données et des traitements de chargement, évolutions ou création des jeux de données Power Bi, évolution et réalisation des rapports, migration des rapports BI existants vers les solutions cible) o Coordonner les actions techniques sur les environnements o Piloter le support niveau 2 auprès des key users des directions métiers o Animer un comité de suivi hebdomadaire auprès du responsable de service et des équipes techniques - Être garant, avec son équipe, de la documentation des réalisations et des architectures BI : maintien à jour de la base de connaissance - Organiser le monitoring proactif des chargements de données à destination des outils de reporting - Mettre en oeuvre et appliquer la stratégie de gestion des droits et d'accès aux données BI - Développer et maintenir à jour les compétences de l'équipe sous la direction de son responsable - Veille technologique Minimum Bac+5 dans le domaine de l'Informatique Décisionnelle ou des systèmes d'information, école d'ingénieur ou équivalent avec une expérience requise 5 ans d'expérience minimum dans une fonction similaire . Poste en présentiel et basé dans nos locaux à Oujda (Maroc). Show more Show less","","","","https://ma.linkedin.com/jobs/view/delivery-manager-bi-h-f-at-tessi-4112907856?position=18&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=gyFGXbJ%2B3IsoN5tQbkxH6A%3D%3D"
"Développeur(se) Full Stack expérimenté Java/React","","Rabat, Rabat-Salé-Kénitra, Morocco","","Description de l'entreprise Chez Devoteam, nous sommes des « Digital Transformakers ». Le respect, la franchise et la passion animent chaque jour notre tribu. Ensemble, nous aidons nos clients à remporter la bataille du Digital : du conseil à la mise en œuvre de technologies innovantes, jusqu’à l’adoption des usages. Cloud, Cybersecurity, Data, DevOps, Fullstack Dev, Low Code, RPA n’ont plus aucun secret pour notre tribu ! Nos 10 000+ collaborateurs sont certifiés, formés et accompagnés au quotidien pour relever de nouveaux challenges innovants. Leader du Cloud, de la Cybersécurité et de la Data en EMEA, le Groupe Devoteam a réalisé en 2022 un chiffre d’affaires de 1,036 milliard d’euros et se donne pour ambition de le doubler dans les 5 années à venir. Devoteam Maroc, acteur de référence dans les expertises IT depuis plus de 30 ans (350+ consultants) accélère sa croissance en développant ses activités d’expertise en nearshore pour répondre aux besoins de nos clients français, européens et moyen orientaux. Es-tu prêt(e) à nous rejoindre et relever ensemble ce défi ? Description du poste Le/la consultant(e) aura pour mission de concevoir, développer et maintenir des applications web et mobiles performantes et robustes pour nos clients, en utilisant les technologies Java et React. Il/elle devra collaborer étroitement avec les équipes de développement, de design et de product management afin de garantir la qualité des livrables et la satisfaction des utilisateurs Compétences Professionnelles: ● Maîtrise de Java et de ses frameworks associés (Spring, Hibernate, etc.) ● Expertise en développement React Native ou React.js pour la création d'interfaces utilisateur performantes et interactives. ● Connaissance des bases de données relationnelles (SQL) et des techniques de modélisation de données. ● Expérience dans l'utilisation des outils de gestion de versions (Git) et des pratiques de développement Agile (Scrum, Kanban). ● Compétences en matière de tests unitaires et d'intégration pour garantir la qualité du code. ● Capacité à comprendre et à analyser les besoins des utilisateurs et à les traduire en solutions techniques. ● Excellent esprit de collaboration et de communication pour travailler efficacement au sein d'une équipe. ● Capacité à gérer son temps et à respecter les délais impartis. ● Esprit d'initiative et d'amélioration continue pour proposer des solutions innovantes et optimiser les processus. Qualifications Diplômé(e) d’un Bac+5 en école d'ingénieur ou équivalent universitaire avec une spécialisation en informatique, ou justifiant d'une expérience significative équivalente ● Minimum 5 ans d'expérience en Java / React (React Native ou React.js) ● Une expérience dans le secteur du commerce de détail ou de la grande distribution serait un plus Informations supplémentaires https://www.linkedin.com/company/devoteam https://twitter.com/devoteam https://www.facebook.com/devoteam Show more Show less","","","","https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-full-stack-exp%C3%A9riment%C3%A9-java-react-at-devoteam-4103339135?position=19&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=T0Iv0hVm32w27GnxUyXDtw%3D%3D"
"ARCHITECTE SOLUTION","","Mechouar, Casablanca-Settat, Morocco","","Attijariwafa bank est le premier groupe bancaire et financier du Maghreb et un acteur financier de référence en Afrique. En plus de l’activité bancaire, le Groupe opère, à travers des filiales spécialisées, dans tous les métiers financiers : assurance, crédit immobilier, crédit à la consommation, leasing, gestion d’actifs, intermédiation boursière, conseil, location longue durée, factoring… Attijariwafa bank est basée au Maroc et opère dans 25 pays. Avec 20 602 collaborateurs, le groupe Attijariwafa bank compte 10,2 millions de clients. Il dispose du réseau de distribution le plus large au Maroc et le plus dense en Afrique avec 5 265 agences. Afin d’accompagner le développement de notre DSI nous recherchons un Architecte Solutions. Activités principales du poste : Définir les architectures fonctionnelles, applicatives et techniques et les trajectoires associées en autonomie complète, Travailler en étroite collaboration avec les parties prenantes dans toutes les fonctions, en devenant un partenaire solide de l'entreprise, de l'idéation à la mise en œuvre, Animer les différents ateliers pour concevoir les architectures des projets accompagnés, Élaborer les dossiers d’architecture et les présenter aux différents comités de validation, Contribuer à l’élaboration des normes et standards d’architecture de la banque (patterns d’architecture, cartographie du SI, etc.), Intégrer les technologies et méthodologies nouvelles, émergentes ou disruptives lorsqu'elles représentent une opportunité ou un avantage pour l'entreprise, Réaliser des POC des nouvelles technologies et être en charge de la roadmap d’évolution d’un ou plusieurs composants techniques (Usine de développement, Socle de collaboration, API Manager…). Profil recherché : De Formation Bac+5 en Informatique, vous disposez de plus de 5 ans d'expériences sur des problématiques d’architecture SI avec idéalement une expérience technique (Dev ou Ops). Compétences requises : Maîtrise des domaines fonctionnels bancaires, Autonomie avec un savoir-faire dans le design et la mise en œuvre d’architectures SI complexes, Capacité à designer des architectures robustes en cycle court, Capacité à concevoir des solutions modernes, fiables et évolutives, Excellent relationnel et sens de la communication à l’oral et à l’écrit. Show more Show less","","","","https://ma.linkedin.com/jobs/view/architecte-solution-at-attijariwafa-bank-4029290061?position=20&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=kPbKeJCjtkpbvoO1KhDf2A%3D%3D"
"Senior Front-End JS Engineer","","Casablanca, Casablanca-Settat, Morocco","","This position is 100% remote. Who are we looking for? Purpose-Driven: You understand how your work impacts end-users and business goals. You’re result-oriented and always curious to learn more. Complex Problem Solver: You thrive on managing complexity and are adept at designing user-centric solutions that balance technical and business needs. Passionate & Committed: You take pride in your work and view it as more than just a job. You are motivated to contribute to our mission: to democratise the development of online marketplaces like Amazon, Airbnb and Uber. Effective Communicator & Team Player: You have strong communication skills, give and receive feedback well, and collaborate effectively within cross-functional teams. Experienced Remote Worker: You value work-life balance, are disciplined in managing your time, and are comfortable working within a structured remote environment. Why CobbleWeb? Work-Life Balance Enjoy the flexibility of remote work without the stress of commutes and unnecessary meetings. We offer fixed working hours (+- 40 hours per week) divided into core and flexible daily time-slots to suit your schedule. Professional Growth Growth at CobbleWeb is non-negotiable. Work on diverse and challenging ecommerce projects that will push your skills to new heights. Be part of a rapidly-growing team that values your input and encourages continuous learning. Purpose-Driven Process Our structured approach to product development is rooted in Agile principles and Lean methodology. Every project phase is well-planned, starting with an in-depth discovery process, which ensures clarity and productivity. Inclusive Culture Join a diverse, multicultural team where every opinion is valued. Collaborate across disciplines to deliver exceptional solutions. Is this you? A strong frontend engineer with experience in React and building design systems. A proponent of user-centric development with an eye for design and user experience. Someone who is able to put themselves in the user’s shoes and contribute to discussions around product development. In other words, your coding abilities are complemented by a solid understanding of business models, business goals, user journeys, value propositions, and the ability to discuss product features in detail. Someone with outstanding communication skills. A software engineer with solid debugging and testing skills. Strong work ethic and pride in the quality of your code. Enjoy working closely with others in a cross-functional team. Why should you apply? An independent and profitable business that is doubling in size. More than 12 years experience in designing, building, and optimizing high-growth online marketplaces. Technically complex projects that often present unique business challenges that need solving. A distributed company, headquartered in London, UK, with a strong documentation and iteration culture that supports remote team members based in Europe, Africa, the Middle East, and the Caucasus region. We take full ownership of marketplace projects in close collaboration with our clients. We’re a close-knit in-house team who love working together. We don’t outsource core functions. If you are looking for a fast-growing company that ticks all these boxes and more, working at CobbleWeb may be the opportunity you’ve been looking for. Job Requirements Strong fundamentals in JavaScript, TypeScript, React, HTML, and CSS. Expert-level knowledge of and proven experience working with JS libraries such as React, Redux for state management, React Query, etc. Expert-level knowledge of and proven experience working with component-based architecture (React components, Storybook, Design system, Lerna, NPM/Yarn). Experience building design systems - creating reusable components used by other developers. Proficient with modern testing frameworks (e.g. Cypress). Strong debugging and testing skills. Strong communication skills in English. Experience in backend development with Node.js (Express or Nestjs) would be a great bonus. Experience in designing UX/UI journeys would be a great bonus. Our Tech Stack ReactJS and React Native. NextJs. Bootstrap. NestJS. MongoDB, PostgreSQL, ElasticSearch. AWS. Figma. Storybook. Lerna / Bit.dev. Strapi Headless CMS. Read more about our tech stack https://www.cobbleweb.co.uk/marketplace-technology-stack/ THIS JOB IS NOT AVAILABLE FOR AGENCIES. Show more Show less","","","","https://ma.linkedin.com/jobs/view/senior-front-end-js-engineer-at-cobbleweb-the-online-marketplace-experts-4096057961?position=21&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=T6vO2d7KhUKPlPEuulks5Q%3D%3D"
"Spécialiste de l’automatisation de tests","","Casablanca-Settat, Morocco","","Alten, la maison des ingénieurs, qui sommes-nous ? Fort de plus de 35 ans d'expériences, le groupe Alten exerce dans plus de 30 pays. Cette couverture mondiale, nos 54 000 collaborateurs, composés de 88% d'ingénieurs, nous permettent d'être un groupe international et leader de son marché. Soucieux du bien-être de nos collaborateurs, cela nous a permis, cette année et pour la 12eme fois consécutive, d'être labellisé Top Employer. L'obtention de ce label s'appuie sur un audit de Top Employer Institute qui passe en revue un référentiel de 600 bonnes pratiques RH, garantissant le bien-être de chacun. Pourquoi nous rejoindre ? - Une démarche RSE forte : nos ingénieurs travaillent sur des projets qui contribuent à un avenir meilleur. Aussi, ALTEN Group est signataire et membre de plusieurs programmes en faveur de l'environnement (Planet Tech'Care, La Charte de l'ingénierie, Climate ambition accelerator) - Les compétences de nos ingénieurs au coeur des préoccupations : la montée en compétences de chacun est optimisée, tout au long de votre parcours carrière. - Culture d'entreprise élevée : Evènements fédérateurs, actions solidaires, webinaires innovation, challenges variés... Faites l'expérience d'un environnement stimulant où vous pourrez partager vos talents et vos passions. Vos missions au quotidien Dans le cadre d’un projet stratégique, nous recherchons un Testeurs Automaticien pour accompagner notre client. Vos missions incluront : Évaluer l’existant en matière d’homologation et identifier les axes d’amélioration. Examiner les exigences, spécifications et documents techniques pour fournir des retours pertinents. Élaborer des plans de tests et des cas de tests détaillés. Hiérarchiser, estimer et coordonner les activités de test. Réaliser les cas de tests et identifier les anomalies. Suivre les anomalies jusqu’à leur résolution et effectuer des tests de régression approfondis. Développer et exécuter des scripts d’automatisation avec Selenium et Postman. Travailler avec des équipes multidisciplinaires (Product Owner, métiers, développeurs) pour garantir la qualité des livrables. Profil recherché Bonne connaissance du monde du test (analyse, mindset orienté qualité). Maîtrise des outils : JIRA, Postman, Selenium, Robot framework, cucumber, Playwright ou Karaté Compétences solides en langages de script : Java, SQL. Excellente communication, capacité à travailler avec des équipes diverses (Dev, BA, PO, Scrum Master, Testeurs). Esprit d’équipe, autonomie et adaptabilité. Rigueur, engagement, et sens du détail. Ce qu’ALTEN vous propose Un véritable parcours de carrière : bénéficiez d’un suivi dédié pour développer votre expertise et évoluer au sein de nos filières Un large choix de formations pour monter en compétences tout au long de votre carrière Des évènements : soirée annuelle, meet us etc.. Remboursement des frais de transports à hauteur de 80 euros Un Comité d’Entreprise avantageux Des primes de cooptation Des tickets restaurant Obtenir une mobilité nationale ou internationale Show more Show less","","","","https://ma.linkedin.com/jobs/view/sp%C3%A9cialiste-de-l%E2%80%99automatisation-de-tests-at-alten-4126513194?position=22&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=NuS21KXLL%2FPNhZf1B2Fe6Q%3D%3D"
"Conducteur (trice) Tramway","","Mechouar, Casablanca-Settat, Morocco","","Conduire en assurant la sécurité des voyageurs et en garantissant une bonne qualité de service Vérifier le bon fonctionnement du matériel roulant et des infrastructures Communication ( PCCIV, N+1, voyageurs, MPE ligne, Maintenance ) Gestion d’incidents Profil De Candidat Recherché Bac +2 et plus ou équivalent Permis de conduire B (avec une ancienneté de 2 ans) Bonne communication orale et écrite en français Compétences Rigueur Show more Show less","","","","https://ma.linkedin.com/jobs/view/conducteur-trice-tramway-at-ratp-dev-casablanca-3822832029?position=23&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=ry%2Fddrxgg%2F00kStErMfmIQ%3D%3D"
"Chargé ingénierie","","Casablanca, Casablanca-Settat, Morocco","","Assurer Le Suivi Technique Réunir les données permettant de calculer les indicateurs de performance Calculer les indicateurs de performance indicatifs Effectuer le suivi des travaux préventifs Produire des rapports techniques sur les signalements / incidents remontés Effectuer le suivi de la mise en place des plans d’action Contrôler périodiquement la bonne exécution des travaux de maintenance Assurer le Suivi de la garantie des équipements exploités : Être informé de tous les problèmes détectés rentrant dans la garantie Effectuer le suivi de la résolution des problèmes par les fournisseurs Assurer Le Suivi Des Prestations Maintenance Identifier le besoin de sous-traitance de travaux de maintenance et l’envoie à son n+1 pour validation Elaborer les cahiers des charges Faire le choix technique des prestataires Profil De Candidat Recherché Bac +5 (technique) 1ère expérience de 2 à 5 ans dans un poste similaire Maîtrise des outils de bureautique Maîtrise de l’électromécanique Bonne connaissance des méthodes de qualité (8D,) Communication écrite et orale en français Show more Show less","","","","https://ma.linkedin.com/jobs/view/charg%C3%A9-ing%C3%A9nierie-at-ratp-dev-casablanca-4034312587?position=24&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=H%2FTPKH3Njob69THw4%2Fbgpw%3D%3D"
"CONSULTANT TECHNIQUE SALESFORCE","","Casablanca, Casablanca-Settat, Morocco","","Freelance CASABLANCA Publié il y a 1 semaine RED TIC recherche pour l’un de ses partenaires un profil Consultant Technique Salesforce. Mission Recueillir et analyser les besoins techniques et fonctionnels des clients. Concevoir des architectures techniques adaptées aux exigences métiers. Rédiger des spécifications techniques détaillées. Développer des composants et des applications personnalisées sur Salesforce (Apex, Visualforce, Lightning Web Components). Configurer et paramétrer les fonctionnalités Salesforce en fonction des besoins. Intégrer Salesforce avec d’autres systèmes via des API REST/SOAP, ETL ou middleware (Mulesoft, Talend, etc.). Assurer le déploiement des solutions sur les différents environnements (Dev, Test, Prod). Mettre en place des tests unitaires et automatisés pour garantir la qualité du code. Assurer la maintenance corrective et évolutive des solutions Salesforce. Assurer un support technique aux utilisateurs et aux équipes métiers. Former les équipes internes sur les bonnes pratiques de développement Salesforce. Accompagner les clients dans l’évolution de leur plateforme Salesforce. Profil Recherché Bac+5 en informatique, génie logiciel ou équivalent. Expérience de 3 à 5 ans dans le développement et l’intégration de solutions Salesforce. Certifications Salesforce appréciées (Platform Developer I & II, App Builder, Integration Architect, etc.). Maîtrise des langages Apex, SOQL, Visualforce, Lightning Web Components. Bonne connaissance des modules et fonctionnalités Salesforce (Sales Cloud, Service Cloud, Experience Cloud, etc.). Expérience en intégration avec des systèmes tiers (API, Web Services, ETL). Maîtrise des outils DevOps et CI/CD pour Salesforce (SFDX, Git, Copado, Jenkins). Compétences Comportementales Esprit analytique et capacité à résoudre des problèmes techniques complexes. Excellentes capacités de communication et de collaboration. Autonomie, rigueur et sens du service client. Capacité à travailler en mode projet Agile (Scrum, Kanban). recruitment consulting management training sourcing job jobs offer internship morocco africa java développement developpement développeur developpeur informatique application it jee android consultant devops fullstack. D’abord. Tout d’abord. En premier lieu. Ensuite, de plus. Finalement. En outre. Par ailleurs. En dernier lieu. enfin. D’abord, En premier lieu, Pour commencer, Premièrement, En conclusions ur conclure, Enfn, Finalement, En dernier lieu, bien que. il y a aussi il est vrai que… mais. tout en reconnaissant que… on peut supposer que. Par exemple . En fait . Prenons le cas de. Considérons, par exemple. L’exemple le plus r. Cependant. Mais. Pourtant. Toutefois. Néanmoins. Contraste. Alors que. Tandis que. Par contre. En revanche Nom et Prénom Adresse Email Mobile Niveau d étude Bac Bac +1 Bac +2 Bac +3 Bac +4 Bac +5 Bac + X Années d’Expérience 0 +1 +2 +3 +4 +5 +6 +7 +8 +9 + 10 Préavis Disponible immédiatement -1 mois 1 mois 2 mois +2 mois Message Upload CV Téléverser votre CV ou tout autre document relatif. Taille max: 2 MB. Show more Show less","","","","https://ma.linkedin.com/jobs/view/consultant-technique-salesforce-at-red-tic-4122039386?position=25&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=Sgxrwux7e7TwP0baA%2FsDvw%3D%3D"
"Comptable","","Casablanca, Casablanca-Settat, Morocco","","Préparer et superviser les clôtures mensuelles, trimestrielles et annuelles. Analyser et justifier les comptes (bilan, P&L) . Identifier et résoudre les anomalies comptables en temps voulu. Préparation et communication des intercos Encadrement du comptable junior Préparer et assister au mission du CAC et des autres auditeurs externes Assurer le respect des obligations fiscales et la mise à jour des procédures en fonction des évolutions législatives. Diagnostiquer les processus comptables existants et identifier les axes d'amélioration. Contribuer activement aux initiatives d'amélioration des processus liés à la gestion des immobilisations, au cycle fournisseurs ou clients. Show more Show less","","","","https://ma.linkedin.com/jobs/view/comptable-at-ratp-dev-casablanca-4113551500?position=26&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=UIt2ndO3MZkRos2ARWSMmw%3D%3D"
"Tech lead PHP (H/F)","","Casablanca-Settat, Morocco","","Pour accompagner notre centre de service international, nous recrutons un Tech Leader PHP (H/F) Profil : Homme ou femme de formation Bac+5 (école d’ingénieurs idéalement) avec une solide formation en informatique et développement applicatif et doté d’une solide expérience professionnelle de 3 ans et plus. Compétences requises Très bonne maîtrise des développements: PHP, Symfony,Angular Développements back-end et front-end Bonne connaissance des standards et normes de developpement Bonne connaissance du cloud et du dev sur le cloud. Maitrise d’outils de gestion de configuration GIT Bonne connaissance de l’environnement Linux Maitrise du français (oral/écrit) Aisance relationnelle Capacité à s’adapter à un environnement fonctionnelle riche Connaissance des environnements Agile : Scrum/Safe Est capable de prendre des decisions techniques, et d'accompagner son equipe dans des ateliers de conception. Missions : Vous allez rejoindre la direction DISU de Orange France, une solution importante pour le Si orange, équipe projet expérimentée, votre mission consitera à Monter en compétences sur l’application et le fonctionnel o Réaliser la conception logicielle Bdd IHM Batch d’alimentations API, … o Réaliser le codage du logiciel et les tests unitaires sur les composants (Bdd, IHM, …) o Être en soutien pour les recettes o Assurer la maintenance applicative o Rédiger les documentations techniques o Participation aux cérémonies Agile o Accompagner son équipe et assurer le support technique o Aider l'équipe à s'approprier les bonnes pratiques de dev. Show more Show less","","","","https://ma.linkedin.com/jobs/view/tech-lead-php-h-f-at-sofrecom-maroc-4108518033?position=27&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=6I1UAICIkENxIm5tyNwm8w%3D%3D"
"Dev Back-End senior SQL - Maroc - H/F","","Casablanca Metropolitan Area","","Nous recherchons des Développeurs Back-End SQL, en CDI ou Freelance, pour rejoindre nos équipes sur nos sites au Maroc : 📍 Casablanca, 📍 Rabat, 📍 Tétouan et 📍 Fès. Vous interviendrez pour une mission au sein d'une grande entreprise de distribution internationale, leader dans son secteur, et en pleine transformation digitale. LINCOLN (ALTEN GROUPE) : Votre partenaire pour des projets d’envergure! Depuis plus de 30 ans, ALTEN est un acteur incontournable de l’ingénierie et des services IT, avec plus de 34 000 ingénieurs répartis dans près de 30 pays. Nos équipes travaillent sur des projets de haute technologie pour des entreprises de renommée mondiale dans des secteurs variés comme l’Industrie, les Télécoms et les Services. Votre mission 🎯 Intégré(e) aux équipes techniques, vous serez en charge de : Développer et maintenir des APIs backend robustes et performantes pour des applications stratégiques. Collaborer avec les équipes front-end pour concevoir des solutions répondant aux besoins métiers. Optimiser les outils et pipelines d’intégration continue/déploiement (CI/CD). Documenter, tester et assurer la qualité des livrables. Compétences clés 🔧 Expertise en SQL et gestion de requêtes complexes. Expérience avec BigQuery et BigTable pour la gestion et l’analyse de données volumineuses. Maîtrise des concepts d’architecture API RESTful et des bonnes pratiques de développement. Connaissance des outils CI/CD (Jenkins, GitLab CI, etc.). Compétences en sécurité des applications web (authentification, autorisation). Familiarité avec les méthodologies Agile (Scrum, Kanban). Capacités d’analyse, de résolution de problèmes et d’amélioration continue. Esprit d’équipe et aptitude à collaborer efficacement avec des équipes multidisciplinaires. Profil recherché 🧐 Expérience significative en développement backend avec une expertise en GCP et services associés (BigQuery, BigTable, Kubernetes, etc.). Plus de 7 ans d’expérience dans un rôle similaire. Atout : Une expérience dans le commerce de détail ou la grande distribution. Si vous êtes prêt(e) à relever des défis passionnants sur des projets de grande envergure, envoyez-nous votre candidature ! 🚀 📍 Localisation : Casablanca, Rabat, Tétouan, Fès. 📝 Type de contrat : CDI ou Freelance. Show more Show less","","","","https://ma.linkedin.com/jobs/view/dev-back-end-senior-sql-maroc-h-f-at-lincoln-france-4128202224?position=28&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=YawYvmfQvXSA9SJNN3A3vg%3D%3D"
"Senior Software Dev BackEnd Java/Springboot AWS","","Rabat, Rabat-Salé-Kénitra, Morocco","","We are Hiring an English-Speaking Senior Full Stack Software Engineer to be part of Imedia24 GmbH International team to design & implement Solutions & Features for e-commerce Platforms in Germany. Imedia24 GmbH, a German based company in Munich; specialized in providing Digitalised solutions, IT Consulting and services to organisations & businesses to help them monitor and optimize Products; Operations and transactions using the latest technologies. Profile: Solid experience in Software engineering & Web development Proficiency in English (written &Spoken). Interest in new trends in programming, learning new technologies. Interests to Work in a dynamic, fast moving and growing team Job Role: As part of an international team, you will be involved in all phases of the development lifecycle, from conception and design through to coding, code reviews, testing, and delivery. You will be participating in the design and development of backend software components in Java using well known frameworks and architectural patterns Continuously develop yourself and share your knowledge among the team. Undertake technology evaluation, product selection, build proof-of-concept implementations and provide actionable technology recommendations. Always have the customer in mind and constantly seek feedback from users Create high quality software components in an agile environment and contribute with ideas thanks to flat hierarchies Must Have Job Requirements: Solid Backend development Experience (at least 3 years with: Java/spring boot Preferably: Kotlin/Springboot Solid Good experience in Microservices Good experience with relational Databases: PostgreSQL Confirmed exp with Cloud services: AWS(Amazon Web Services) & GCP ( Google cloud platform) is desirable Good experience working in an Agile environment with strong attention to well-documented code, Unit testing & continuous integration Experience working with a highly reactive platform Deep experience with Git, GitHub, Pull Request, and Rebasing Intricate knowledge of building and managing Https web services using REST. Experience with Serverless architectures Employment Terms: Job: Full Time Location: Rabat/ Salé Region /Casablanca - Settat Region / Remote. Contract: Permanent Contract (CDI) Salary: to be discussed in line with experience and qualifications Benefits: Performance-based remuneration model Access to a Fitness Club Professional onboarding Process & Experience with European Team Free Access to E-learning Platform ensuring Individual development and further training opportunities. A Professional environment and a team with Casual & friendly character A Corporate Mobile computer & Telephone Contract Professional Event & Team building events. Flexibility to work Onsite/Remote/Hybrid Complementary health insurance Show more Show less","","","","https://ma.linkedin.com/jobs/view/senior-software-dev-backend-java-springboot-aws-at-imedia24-gmbh-3779713347?position=29&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=9ztKVixNZNZs0DtkXbh7JQ%3D%3D"
"DEV JAVA/ANGULAR","","Casablanca-Settat, Morocco","","Inetum Software, éditeur de logiciels pour le secteur public propose des logiciels responsables destinés aux collectivités, aux établissements publics et aux entreprises. Nous contribuons à fournir les services indispensables à la vie en société. Mission Vous intégrer une équipe de production AGILE pour le développement de la solution NOVA Dans ce cadre, vous serez amené à : Participer aux cérémonies SCRUM et travailler en équipe Concevoir l’application et les tests à partir de l’analyse détaillée Réaliser le codage en respectant les délais, les normes et procédures Corriger les anomalies Gérer la maintenance corrective et évolutive de l’application Gérer l’avancement de ses tâches Profil Diplômé en informatique, vous disposez de 2 ans d’expériences minimum. Vous possédez un bon esprit d’analyse et de synthèse ainsi qu’un excellent relationnel. Dynamique, rigoureux(se), vous êtes au fait des nouvelles technologies du marché et avez un réel intérêt pour l’innovation. SAVOIR-FAIRE Compétences métier : Développement logiciel Conception et maintenance de modèle de BDD Méthodologie Agile SCRUM La connaissance du métier de la comptabilité serait un plus Expérience dans la mise en œuvre de micro-services COMPÉTENCES TECHNIQUES OUTILS : Eclipse ou IntelliJ, Git, Jira, Maven LANGAGES : HTML/CSS, TypeScript, JavaScript, Angular, Bootstrap, JSON/XML Java 8, JPA, SPRING, SPRINGBOOT, Liquibase, JUnit SYSTÈMES : Linux, Windows BASES DE DONNÉES : Oracle, PostgreSQL, UML Show more Show less","","","","https://ma.linkedin.com/jobs/view/dev-java-angular-at-inetum-software-4089987165?position=30&pageNum=0&refId=pBjjMiljYIONEL7gJ1jvqw%3D%3D&trackingId=AMLdzw%2FRecC5Ssmr3EdK%2Fw%3D%3D"
